,kev,events_per_day
878,13.1831831833,0.0001986648
879,13.1981981983,0.0001986648
880,13.2132132133,0.0001986648
881,13.2282282283,0.0001986648
882,13.2432432434,0.0001986648
883,13.2582582584,0.0001986648
884,13.2732732734,0.0001986648
885,13.2882882884,0.0001986648
886,13.3033033034,0.0001986648
887,13.3183183184,0.0001986648
888,13.3333333334,0.0001986648
889,13.3483483485,0.0001986648
890,13.3633633635,0.0001986648
891,13.3783783785,0.0001986648
892,13.3933933935,0.0001986648
893,13.4084084085,0.0001986648
894,13.4234234235,0.0001986648
895,13.4384384385,0.0001986648
896,13.4534534536,0.0001986648
897,13.4684684686,0.0001986648
898,13.4834834836,0.0001986648
899,13.4984984986,0.0001986648
900,13.5135135136,0.0001986648
901,13.5285285286,0.0001986648
902,13.5435435436,0.0001986648
903,13.5585585587,0.0001986648
904,13.5735735737,0.0001986648
905,13.5885885887,0.0001986648
906,13.6036036037,0.0001986648
907,13.6186186187,0.0001986648
908,13.6336336337,0.0001986648
909,13.6486486487,0.0001986648
910,13.6636636638,0.0001986648
911,13.6786786788,0.0001986648
912,13.6936936938,0.0001986648
913,13.7087087088,0.0001986648
914,13.7237237238,0.0001986648
915,13.7387387388,0.0001986648
916,13.7537537538,0.0001986648
917,13.7687687689,0.0001986648
918,13.7837837839,0.0001986648
919,13.7987987989,0.0001986648
920,13.8138138139,0.0001986648
921,13.8288288289,0.0001986648
922,13.8438438439,0.0001986648
923,13.8588588589,0.0001986648
924,13.8738738739,0.0001986648
925,13.888888889,0.0001986648
926,13.903903904,0.0001986648
927,13.918918919,0.0001986648
928,13.933933934,0.0001986648
929,13.948948949,0.0001986648
930,13.963963964,0.0001986648
931,13.978978979,0.0001986648
932,13.9939939941,0.0001986648
933,14.0090090091,0.0001986648
934,14.0240240241,0.0001986648
935,14.0390390391,0.0001986648
936,14.0540540541,0.0001986648
937,14.0690690691,0.0001986648
938,14.0840840841,0.0001986648
939,14.0990990992,0.0001986648
940,14.1141141142,0.0001986648
941,14.1291291292,0.0001986648
942,14.1441441442,0.0001986648
943,14.1591591592,0.0001986648
944,14.1741741742,0.0001986648
945,14.1891891892,0.0001986648
946,14.2042042043,0.0001986648
947,14.2192192193,0.0001986648
948,14.2342342343,0.0001986648
949,14.2492492493,0.0001986648
950,14.2642642643,0.0001986648
951,14.2792792793,0.0001986648
952,14.2942942943,0.0001986648
953,14.3093093094,0.0001986648
954,14.3243243244,0.0001986648
955,14.3393393394,0.0001986648
956,14.3543543544,0.0001986648
957,14.3693693694,0.0001986648
958,14.3843843844,0.0001986648
959,14.3993993994,0.0001986648
960,14.4144144145,0.0001986648
961,14.4294294295,0.0001986648
962,14.4444444445,0.0001986648
963,14.4594594595,0.0001986648
964,14.4744744745,0.0001986648
965,14.4894894895,0.0001986648
966,14.5045045045,0.0001986648
967,14.5195195196,0.0001986648
968,14.5345345346,0.0001986648
969,14.5495495496,0.0001986648
970,14.5645645646,0.0001986648
971,14.5795795796,0.0001986648
972,14.5945945946,0.0001986648
973,14.6096096096,0.0001986648
974,14.6246246246,0.0001986648
975,14.6396396397,0.0001986648
976,14.6546546547,0.0001986648
977,14.6696696697,0.0001986648
978,14.6846846847,0.0001986648
979,14.6996996997,0.0001986648
980,14.7147147147,0.0001986648
981,14.7297297297,0.0001986648
982,14.7447447448,0.0001986648
983,14.7597597598,0.0001986648
984,14.7747747748,0.0001986648
985,14.7897897898,0.0001986648
986,14.8048048048,0.0001986648
987,14.8198198198,0.0001986648
988,14.8348348348,0.0001986648
989,14.8498498499,0.0001986648
990,14.8648648649,0.0001986648
991,14.8798798799,0.0001986648
992,14.8948948949,0.0001986648
993,14.9099099099,0.0001986648
994,14.9249249249,0.0001986648
995,14.9399399399,0.0001986648
996,14.954954955,0.0001986648
997,14.96996997,0.0001986648
998,14.984984985,0.0001986648
999,15,0.0001986648
